account_id,customer_id,account_typeid,account_status_id,balance,opening_date
201176,10329,5,1,86759.91,10/8/2018
201592,10683,2,1,41432.48,12/2/2019
200158,10655,1,1,19549.3,1/14/2020
201238,10337,4,1,5027.38,8/31/2020
200528,10155,4,2,44233.42,8/15/2021
201320,10290,4,1,95238.5,11/8/2019
200258,10091,4,3,35762.79,11/9/2021
200134,10054,1,1,42064.37,1/20/2020
201284,10331,4,2,20324.39,7/7/2019
201300,10875,4,1,59361.75,12/13/2018
200577,10338,2,3,41340.47,9/20/2019
201391,10460,2,1,99772.39,6/27/2018
201038,10191,4,1,18864.78,6/18/2018
201572,10996,2,1,23152.13,9/10/2019
200664,10574,3,3,96104.79,1/26/2019
200425,10043,3,1,89814.94,8/1/2021
200401,10419,5,1,95890.58,8/14/2018
201353,10900,5,1,4310.09,6/29/2018
201364,10909,5,1,51317.94,8/29/2021
200321,11064,1,2,88166.45,8/12/2018
201275,10505,5,1,55584.89,3/13/2019
201219,10296,3,2,73253.03,8/16/2021
201144,10518,4,1,80118.93,4/27/2019
201460,10868,3,1,3095.33,9/14/2019
201255,10506,1,3,58065.63,2/14/2020
200377,10943,3,2,33213.31,3/10/2020
200259,10329,4,1,58771.02,5/20/2021
200512,10972,4,1,12739.44,6/21/2021
201610,10582,4,1,90522.01,7/30/2020
201116,10526,5,1,68330.67,9/9/2020
201027,10023,5,2,63664.07,7/24/2020
200681,10909,4,1,74699.28,2/28/2019
200423,10058,1,1,55487.18,10/18/2020
201541,10418,4,1,11633.95,12/28/2020
200869,10427,1,1,74765.79,10/9/2019
200964,10571,2,1,30485.93,4/4/2021
200852,10324,5,2,44916.07,8/5/2021
200697,10596,3,1,72735.33,6/1/2018
200556,10335,1,1,71100.85,3/30/2019
200072,10898,4,1,27502.3,6/5/2019
200113,11008,1,1,40949.53,11/25/2020
200142,10852,1,1,66448.99,
201041,10503,4,1,68279.42,1/3/2020
201072,10774,5,2,54738.91,6/15/2020
200230,10703,3,1,1880.71,5/26/2019
200257,10592,3,1,45800.97,8/17/2019
200477,10148,4,1,17927.93,4/9/2021
200538,10485,1,3,41802.86,4/13/2019
200537,10065,4,1,86936.53,6/9/2020
200376,10963,4,1,34934.85,10/22/2020
200563,10792,5,1,88391.7,12/24/2021
200924,10275,3,1,30711.95,1/26/2020
200410,10047,2,3,64077.31,
200534,10245,1,1,22328.73,4/16/2020
200119,10423,3,1,14731.86,2/4/2019
200345,10845,4,1,65332.55,11/30/2020
200720,10800,5,1,84653.06,6/23/2021
201635,10036,4,1,6167.61,8/24/2019
200180,10925,3,2,77746.31,8/26/2019
200690,10295,5,1,1414.2,8/29/2020
201317,10703,2,1,92656.58,12/22/2018
200639,10164,1,1,85883.71,4/8/2026
200362,10645,1,1,95855.2,9/10/2020
200701,10071,2,1,10236.67,3/22/2019
201071,10504,5,1,9723.62,10/24/2021
200163,10142,4,1,11454.58,12/25/2021
200266,10904,1,1,11625.94,3/8/2019
201542,10988,5,2,23883.8,7/4/2021
200323,10497,2,1,89509.95,5/16/2019
200482,10676,4,1,10451.99,1/21/2022
200680,10966,1,2,94119.04,3/9/2021
200608,10099,4,1,40017.63,9/18/2018
201448,11092,3,1,37012.22,6/10/2021
200435,10953,4,1,42798.97,3/9/2020
200210,10586,1,1,3547.91,2/23/2021
201136,10810,1,1,3752.55,6/3/2021
201062,10654,2,1,7314.7,1/6/2018
200123,10746,5,1,76437.12,4/26/2018
200834,10920,2,1,78120.21,11/15/2021
201600,11078,4,1,57584.97,6/13/2018
200269,10177,2,1,86186.6,10/9/2021
201510,10214,1,1,79377.52,8/8/2018
200447,10940,5,1,21700.27,4/9/2021
200635,10421,3,1,75147.49,12/25/2020
201514,10032,4,1,1898.32,11/23/2019
200491,11064,4,1,97672.38,3/7/2021
200326,10962,1,1,12971.96,
201581,10020,1,1,29685.58,3/20/2019
201398,11055,5,1,29595,4/25/2021
200812,10694,2,1,78632.33,5/3/2020
200208,10361,4,1,45223.07,10/11/2021
201456,10142,1,1,77020.63,11/10/2019
201095,10840,5,1,40958.84,8/21/2018
201111,10389,2,1,44507.18,6/12/2018
201597,10850,1,1,31808.42,4/17/2020
200253,10867,5,2,80131.35,6/28/2019
200293,10575,2,2,31914.05,2/1/2022
200519,10071,5,1,34268.9,10/28/2020
200165,10552,2,1,17200.82,6/4/2019
200114,10329,1,1,51882.06,3/4/2019
200814,10734,1,2,49652.84,1/24/2018
200318,10789,4,2,89365.94,2/12/2021
200471,10368,1,1,61762.25,2/2/2022
201020,10571,3,2,38064.46,7/31/2018
201454,10486,3,1,19636.99,12/6/2021
201465,10451,2,1,20306.04,10/2/2019
201325,10147,5,3,24939.17,2/20/2018
200969,10690,2,1,89573.21,5/31/2026
200541,10183,5,1,35707.81,2/15/2020
200155,10532,4,1,92316.86,6/28/2021
201578,10326,2,1,25771.16,11/29/2021
200169,10769,5,1,439.01,1/15/2022
200420,10189,4,1,98783.22,4/7/2020
201355,10113,4,1,40124.36,8/30/2021
201613,10112,5,1,81061.35,11/25/2019
201535,10873,3,1,11626.32,12/15/2018
200311,10143,5,1,29319.62,4/19/2018
200305,10494,3,1,77232.21,2/2/2022
201308,10194,2,1,12018.02,1/6/2019
201430,10296,2,2,57836.52,9/12/2020
201373,11046,4,1,6590.96,8/8/2021
200929,10947,1,1,52601.32,5/27/2019
200514,10368,5,1,18913.39,11/2/2021
200438,10387,2,1,35297.81,4/15/2019
200279,10023,2,1,40765.74,12/17/2020
201329,10611,5,1,51159.17,6/6/2018
201361,10224,4,1,83467.68,8/3/2020
200202,10323,2,1,55646.68,9/21/2020
201066,10557,1,1,48854.26,12/30/2020
200016,10274,2,1,97275.69,5/15/2018
201615,10541,5,3,41668.65,10/10/2021
200252,10528,5,1,27092.55,11/11/2018
200728,10667,4,3,38323.86,12/9/2020
200627,11000,2,1,83596.89,2/14/2018
200133,10151,2,1,26799.85,5/8/2019
200546,10009,2,1,60857.33,7/24/2020
200647,10043,4,1,79401.9,11/6/2021
200497,10125,5,1,39886.3,8/8/2018
200669,10099,2,1,31621,8/18/2020
200010,10056,4,1,18291.1,11/27/2018
201444,10264,5,1,10451.15,3/14/2019
200400,10518,2,1,28969.19,8/22/2020
201105,11025,1,2,85124.46,6/1/2021
201379,10750,3,3,87921.93,6/25/2020
201650,10071,1,1,45620.84,6/7/2021
201277,10428,5,1,25590.59,10/16/2020
200396,10071,2,1,36635.64,1/15/2019
200527,10953,5,1,62703.11,8/24/2018
200128,10603,4,1,98985.61,6/26/2021
201471,10306,4,1,53116.41,7/17/2018
200822,11015,3,2,6865.27,3/26/2018
201410,11034,1,1,65596.26,7/11/2020
201408,11040,2,1,7989.35,7/6/2026
201065,10582,1,1,62098.01,12/13/2019
200489,10086,2,1,77670.14,8/6/2018
200077,10626,1,1,34252.99,8/12/2020
200000,10330,2,1,35794.37,4/6/2018
201638,10556,1,1,27080.14,9/5/2021
201069,10437,3,1,96340.33,9/21/2021
200095,10036,3,1,46799.14,3/31/2018
200568,10284,2,1,52785.79,11/20/2018
200218,10092,1,1,54398.6,1/29/2019
200135,10226,2,1,87241.16,10/18/2021
201352,10565,5,1,13402.26,3/26/2019
200826,10680,2,1,33050.05,10/21/2019
200703,10226,1,1,1962.43,1/10/2018
200518,10020,4,1,75643.88,5/17/2020
200977,10227,3,1,55093.49,9/17/2021
200631,11053,2,1,29103.96,11/11/2021
200041,10894,4,1,51004.99,9/13/2021
201283,10231,5,1,74040.12,10/16/2020
201340,10481,5,1,12603.53,2/18/2019
201482,10412,3,2,9383.9,7/5/2021
200831,10431,3,1,55159.56,9/30/2019
201428,11038,3,1,48576.31,5/23/2018
201207,10262,2,1,77811.93,7/28/2020
200175,10677,4,1,96098.74,9/7/2019
200256,10383,2,1,57873.64,10/15/2018
200442,10288,3,1,367.64,6/8/2021
200015,11043,4,1,23771.4,9/29/2019
201388,10816,2,1,94760.32,3/10/2021
200520,10162,4,1,57667.5,5/25/2019
201073,10814,2,1,77462.93,2/3/2021
200616,10685,1,1,75217.21,11/3/2018
201620,10039,3,1,83590.24,
201518,10866,3,1,34247.23,2/13/2018
200902,10183,4,2,63719.46,7/12/2020
200358,10409,5,2,21043.13,8/21/2021
201218,10210,3,1,80261.8,6/5/2021
201214,10576,2,1,83489.55,4/27/2019
200837,10333,4,1,71167.11,8/4/2021
201497,10023,3,1,12862.13,1/22/2019
200030,10624,5,1,87001.16,12/13/2019
201486,10110,5,1,46619.25,11/13/2019
200172,10081,4,2,8550.22,8/6/2020
200716,10939,3,1,12086.95,7/1/2019
200045,11018,3,2,52907.3,6/12/2019
200050,11015,1,1,68306.31,5/23/2018
200026,10813,5,1,39648.89,7/3/2021
201185,10841,1,1,48602.51,9/25/2020
200364,10414,4,2,10329.63,12/3/2018
200384,10078,5,1,35753.88,9/27/2020
200160,10263,1,2,66368.23,5/27/2019
201560,10734,3,3,73828.52,1/6/2022
201088,10727,5,1,44869.51,2/23/2021
200458,10348,3,2,25638.44,3/31/2021
200819,10686,5,1,78870.02,6/29/2020
200950,10210,4,1,22564.99,5/17/2021
201499,10784,1,1,63138.1,12/2/2019
200429,10636,1,1,65027.44,1/6/2019
200914,11090,2,1,30861.09,5/14/2019
201409,11076,5,3,23793.44,8/17/2018
200115,10899,1,2,75756.62,3/24/2019
200619,10458,3,1,18105.11,11/10/2019
200290,10914,4,1,71699.8,3/23/2021
201263,10561,1,1,91944.29,2/15/2020
201322,10495,5,1,22577,1/31/2019
200443,10954,1,1,24747.41,12/1/2021
200177,10336,5,1,21918.21,7/28/2020
201534,10566,5,1,91124.05,2/10/2018
201582,10833,5,2,54875.56,2/20/2021
201080,10026,5,3,51455.37,2/14/2021
200903,10974,1,1,43811.17,6/26/2020
200221,10248,3,1,23691.06,12/11/2021
200178,10925,4,1,81232.7,3/26/2020
200673,10215,5,1,11195.51,8/2/2018
201128,10283,2,1,9745.79,7/23/2020
201172,11066,1,1,90818.91,2/20/2019
201553,10498,4,1,9425.47,12/23/2020
200445,10384,1,2,73494.54,11/24/2021
201141,10226,4,2,6606.28,7/26/2021
200913,11021,1,2,58204.58,7/24/2021
200955,10485,1,1,67464.66,9/13/2020
200367,10080,3,1,39998.22,8/1/2018
201024,10848,3,3,93399.46,2/25/2019
200570,10972,2,1,653.92,12/16/2019
200280,10947,5,1,62973.59,11/25/2020
201557,10293,4,1,49295.26,2/7/2020
200623,10488,4,1,99195.49,4/25/2019
201335,10199,5,1,61617.18,2/4/2019
200772,10103,3,1,88437.87,9/11/2019
200493,11007,4,2,30610.88,12/24/2019
201014,10639,2,3,50946.19,3/6/2021
200767,10266,1,2,51519.3,7/9/2019
200020,10155,5,1,2375.58,8/2/2018
200426,10820,2,1,20126.03,9/18/2018
200051,10939,5,1,39331.27,11/13/2019
200242,10557,3,1,27998.76,5/10/2019
201162,10178,1,1,13897.79,12/10/2020
201621,10262,5,1,44271.11,10/19/2019
200455,10605,4,1,22942.6,11/15/2021
201402,10740,4,1,53136.92,6/3/2019
200161,10666,5,1,34176.53,9/26/2019
201417,10956,4,2,67768.59,3/27/2021
200606,10927,1,1,65362.69,10/26/2019
201434,10677,4,1,90525.86,6/8/2018
200074,10643,2,1,53088,11/20/2021
201252,10995,4,2,24322.71,12/26/2018
200227,11014,4,1,21797.9,12/29/2019
200406,10616,3,2,47341.06,7/23/2019
201476,10966,3,1,23406.8,12/22/2020
201017,10205,3,1,70954.73,3/1/2021
201319,10512,2,1,25501.32,1/29/2019
201513,10467,4,1,38406.79,2/23/2021
200157,11020,5,1,90501.59,3/23/2020
200968,10643,3,1,81894.1,1/15/2020
201463,10746,4,1,74521.41,10/16/2019
201122,10964,2,1,10718.14,1/4/2020
200989,11090,2,1,81887.75,10/20/2021
201380,10274,4,1,37669.33,4/8/2021
200143,10459,4,1,57243.27,10/11/2020
200459,10464,3,1,15412.78,6/26/2019
200391,10331,4,1,21024.81,10/10/2019
200090,10751,5,1,89098.68,
201015,10710,1,1,8599.63,3/13/2020
201083,10066,5,1,32364.42,
200328,10767,5,1,76680.71,4/15/2020
200204,10948,2,1,70671.2,11/2/2018
200779,10364,4,2,90961.09,2/18/2020
200813,10686,4,1,72958.82,3/22/2018
200717,10399,1,2,98107.24,11/16/2020
200078,10818,3,1,98090.36,3/8/2019
201234,10813,4,1,91560.54,6/4/2020
201051,10612,3,1,27305.33,10/26/2019
200764,10867,1,1,55666.22,9/13/2019
200666,10933,5,1,1061.8,2/11/2021
201455,10341,1,3,66332.63,10/24/2019
201241,10184,5,1,55292.55,
200506,10223,2,2,31595.48,5/5/2020
200585,10324,4,1,78565.48,9/20/2020
200762,10369,3,1,12527.5,8/11/2021
201293,10316,1,2,9980.49,8/19/2018
200469,10873,3,1,96072.4,11/17/2019
201307,10760,3,1,71804.64,10/13/2021
201511,10174,5,1,63263.74,12/8/2019
200281,11078,2,2,72796.22,6/30/2021
200912,10204,1,1,80275.8,1/27/2018
200352,10012,4,1,1278.55,4/12/2018
200946,10642,3,1,35333.42,5/22/2018
200646,10003,3,2,34279.17,3/18/2021
200057,10813,4,1,88752.79,4/8/2018
200451,10225,2,1,74310.06,9/19/2018
201333,10666,1,1,6545.2,1/16/2019
201462,10343,4,1,10095.96,10/16/2018
200637,10104,5,1,29107.64,9/22/2018
200930,11023,4,2,21548.75,3/2/2021
200711,10401,5,1,90646.55,12/2/2018
200282,10952,3,1,44263.88,2/4/2021
200653,10107,5,2,96342.99,12/10/2018
200246,10822,2,1,13866.15,4/18/2019
200626,11038,1,1,41777.22,10/3/2018
200071,10251,1,1,41396.86,4/27/2019
200371,11029,3,1,64876.5,1/9/2018
200979,10612,2,1,9838.85,4/19/2020
200146,10127,4,1,18292.79,7/21/2021
200659,10341,1,1,11547.82,5/13/2021
200467,10992,1,1,76335.9,5/9/2019
201616,10890,5,1,52829.59,6/9/2018
201173,11032,4,1,73392.62,1/14/2018
200011,10899,3,1,74377.18,11/14/2019
201348,10297,5,1,87221.88,8/26/2018
200874,10179,4,1,17416,11/5/2021
200394,10362,2,2,88074.56,3/31/2019
200065,10188,3,2,68044.08,10/28/2019
201280,10883,4,1,59745.47,8/18/2018
201265,10160,4,2,17445.47,8/5/2020
200150,10671,4,1,11656.24,8/17/2018
201259,11038,1,1,54019.62,6/5/2019
201611,10770,3,1,29106.43,11/17/2020
201517,10691,4,1,27914.36,
200403,10899,1,1,86345.27,10/2/2020
201451,10067,1,1,26329.52,9/15/2018
200042,11000,1,1,49130.24,9/7/2021
200780,10864,1,1,55203.69,1/29/2022
200662,10241,4,3,38867.56,11/19/2018
200098,10247,4,2,55767.16,4/9/2018
200505,10984,4,1,60738.23,11/3/2018
200530,10393,1,1,76398.08,6/5/2021
200856,10439,5,1,69838.48,5/14/2018
200694,10040,5,2,8485.52,7/23/2018
201174,10272,5,2,59399.4,10/14/2019
200222,10292,3,1,26687.34,4/15/2020
200179,11019,5,2,70346.07,3/23/2021
201180,10468,2,1,49281.56,8/27/2019
200791,10361,5,1,27769.52,12/20/2020
201376,10297,4,1,25923.76,12/13/2018
201624,10394,1,2,38947.17,2/27/2020
200811,10016,5,1,82326.71,1/25/2018
200249,10530,2,1,80601.43,10/7/2018
200526,10175,5,1,4615.44,4/10/2020
200777,10670,2,1,11722.66,12/17/2018
200607,10766,3,1,39515.33,9/6/2020
200301,10203,2,1,32868.19,8/12/2018
201368,10147,1,1,11221.19,9/14/2018
201004,10819,3,1,63829.76,10/20/2020
200024,10446,1,1,10210.82,3/28/2021
201606,10458,1,1,12674.71,11/1/2021
200787,10299,4,1,20001.77,5/5/2020
201291,10782,4,1,33344.03,2/9/2019
200746,10130,2,2,12704.95,6/13/2018
201449,10690,2,1,99758.48,12/17/2021
201053,10603,1,3,97456.04,1/10/2020
200009,10818,5,1,2281.62,9/25/2019
200055,10267,1,2,46869.95,2/19/2018
201371,10465,3,1,50412.12,1/12/2020
201106,10243,5,1,62974.45,12/13/2018
200592,10153,1,2,8794.16,9/22/2020
200419,10862,1,1,13836.35,11/14/2020
200925,10414,5,1,47599.74,10/23/2018
201626,11080,4,2,24007.71,1/11/2021
200284,10543,5,1,66775.28,4/4/2021
200937,10297,5,2,91725.64,7/18/2019
201309,10620,2,1,63150.87,5/28/2021
200584,10457,4,1,8326.71,5/15/2018
200844,10730,1,1,50695.5,2/9/2018
